"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon May 04 12:54:29 UTC 2026","Mon May 04 12:54:31 UTC 2026","2221","","GET /api/v1/users/get/:id","","Get user with malformed ID returns 404 USER_NOT_FOUND","","Get user with malformed ID returns 404 USER_NOT_FOUND",""
"broken","Mon May 04 12:57:44 UTC 2026","Mon May 04 12:57:46 UTC 2026","2246","","PATCH /api/v1/users/patch/:id","","Patch with another user token returns 401 INVALID_TOKEN","","Patch with another user token returns 401 INVALID_TOKEN",""
"broken","Mon May 04 12:56:06 UTC 2026","Mon May 04 12:56:19 UTC 2026","13004","","POST /api/v1/login","","Login with invalid email format returns 400 VALIDATION_ERROR","","Login with invalid email format returns 400 VALIDATION_ERROR",""
"broken","Mon May 04 12:57:27 UTC 2026","Mon May 04 12:57:27 UTC 2026","142","","Mail API — /api/v1/mail/*","","Create mailbox with custom local_part returns 201 with matching email","","Create mailbox with custom local_part returns 201 with matching email",""
"broken","Mon May 04 12:57:30 UTC 2026","Mon May 04 12:57:30 UTC 2026","2","","Mail API — /api/v1/mail/*","","Get message with non-existent mailbox token returns 404 MAILBOX_NOT_FOUND","","Get message with non-existent mailbox token returns 404 MAILBOX_NOT_FOUND",""
"broken","Mon May 04 12:54:42 UTC 2026","Mon May 04 12:54:44 UTC 2026","2147","","GET /api/v1/users/list","","Users list response does not contain access_token or password","","Users list response does not contain access_token or password",""
"broken","Mon May 04 12:57:32 UTC 2026","Mon May 04 12:57:32 UTC 2026","139","","OPTIONS /api/v1/users/options","","OPTIONS returns 204","","OPTIONS returns 204",""
"broken","Mon May 04 12:57:28 UTC 2026","Mon May 04 12:57:29 UTC 2026","135","","Mail API — /api/v1/mail/*","","Create mailbox with local_part shorter than 3 chars returns 400 INVALID_LOCAL_PART","","Create mailbox with local_part shorter than 3 chars returns 400 INVALID_LOCAL_PART",""
"broken","Mon May 04 12:58:35 UTC 2026","Mon May 04 12:58:37 UTC 2026","2210","","POST /api/v1/users/create","","Create user with multiple interests returns 201","","Create user with multiple interests returns 201",""
"passed","Mon May 04 12:58:44 UTC 2026","Mon May 04 12:58:46 UTC 2026","2237","","POST /api/v1/users/create","","Create user with valid gender enum returns 201","","Create user with valid gender enum returns 201",""
"broken","Mon May 04 12:58:12 UTC 2026","Mon May 04 12:58:14 UTC 2026","2003","","HEAD /api/v1/users/exists/:id","","Check exists with malformed ID returns 404 with X-User-Exists false","","Check exists with malformed ID returns 404 with X-User-Exists false",""
"broken","Mon May 04 12:57:28 UTC 2026","Mon May 04 12:57:28 UTC 2026","141","","Mail API — /api/v1/mail/*","","Create duplicate mailbox local_part and domain returns 409 ADDRESS_TAKEN","","Create duplicate mailbox local_part and domain returns 409 ADDRESS_TAKEN",""
"broken","Mon May 04 12:54:02 UTC 2026","Mon May 04 12:54:04 UTC 2026","2228","","POST /api/v1/users/create","","Create user with invalid employment status enum returns 400 VALIDATION_ERROR","","Create user with invalid employment status enum returns 400 VALIDATION_ERROR",""
"passed","Mon May 04 12:53:40 UTC 2026","Mon May 04 12:53:42 UTC 2026","2241","","POST /api/v1/users/create","","Create user with valid theme returns 201","","Create user with valid theme returns 201",""
"passed","Mon May 04 12:57:27 UTC 2026","Mon May 04 12:57:27 UTC 2026","135","","Mail API — /api/v1/mail/*","","Create mailbox with valid domain returns 201","","Create mailbox with valid domain returns 201",""
"broken","Mon May 04 12:57:20 UTC 2026","Mon May 04 12:57:22 UTC 2026","2220","","POST /api/v1/users/logout/:id","","Double logout — second attempt returns 401 INVALID_TOKEN","","Double logout — second attempt returns 401 INVALID_TOKEN",""
"broken","Mon May 04 12:55:26 UTC 2026","Mon May 04 12:55:40 UTC 2026","13243","","POST /api/v1/login","","Login after logout succeeds and issues new token","","Login after logout succeeds and issues new token",""
"broken","Mon May 04 12:57:30 UTC 2026","Mon May 04 12:57:30 UTC 2026","144","","Mail API — /api/v1/mail/*","","Send message without html_body returns 201","","Send message without html_body returns 201",""
"broken","Mon May 04 12:57:59 UTC 2026","Mon May 04 12:58:02 UTC 2026","2222","","PUT /api/v1/users/update/:id","","PUT update with invalid email returns 400 VALIDATION_ERROR","","PUT update with invalid email returns 400 VALIDATION_ERROR",""
"broken","Mon May 04 12:58:21 UTC 2026","Mon May 04 12:58:23 UTC 2026","2224","","POST /api/v1/users/create","","Response body never contains password field","","Response body never contains password field",""
"broken","Mon May 04 12:54:25 UTC 2026","Mon May 04 12:54:27 UTC 2026","2208","","GET /api/v1/users/get/:id","","Get user by ID returns 200 with expected fields","","Get user by ID returns 200 with expected fields",""
"broken","Mon May 04 12:56:19 UTC 2026","Mon May 04 12:56:32 UTC 2026","13005","","POST /api/v1/login","","Login with password shorter than 8 chars returns 400 VALIDATION_ERROR","","Login with password shorter than 8 chars returns 400 VALIDATION_ERROR",""
"broken","Mon May 04 12:53:42 UTC 2026","Mon May 04 12:53:44 UTC 2026","2219","","POST /api/v1/users/create","","Create user with duplicate email returns 409 DUPLICATE_USER","","Create user with duplicate email returns 409 DUPLICATE_USER",""
"broken","Mon May 04 12:54:44 UTC 2026","Mon May 04 12:54:47 UTC 2026","2141","","GET /api/v1/users/list","","Users list has Cache-Control no-store header","","Users list has Cache-Control no-store header",""
"broken","Mon May 04 12:57:48 UTC 2026","Mon May 04 12:57:50 UTC 2026","2239","","PUT /api/v1/users/update/:id","","Full update user with valid token returns 200","","Full update user with valid token returns 200",""
"broken","Mon May 04 12:54:35 UTC 2026","Mon May 04 12:54:36 UTC 2026","143","","GET /api/v1/health","","Health endpoint returns 200 with status ok and timestamp","","Health endpoint returns 200 with status ok and timestamp",""
"broken","Mon May 04 12:56:58 UTC 2026","Mon May 04 12:57:11 UTC 2026","13003","","POST /api/v1/login","","Login X-Request-ID is echoed in response header","","Login X-Request-ID is echoed in response header",""
"broken","Mon May 04 12:54:20 UTC 2026","Mon May 04 12:54:22 UTC 2026","2201","","DELETE /api/v1/users/delete/:id","","Delete with another user token returns 401 INVALID_TOKEN","","Delete with another user token returns 401 INVALID_TOKEN",""
"broken","Mon May 04 12:56:45 UTC 2026","Mon May 04 12:56:58 UTC 2026","13005","","POST /api/v1/login","","Login error response contains request_id in body","","Login error response contains request_id in body",""
"broken","Mon May 04 12:57:30 UTC 2026","Mon May 04 12:57:30 UTC 2026","145","","Mail API — /api/v1/mail/*","","Get message by ID returns 200 with full body and html_body","","Get message by ID returns 200 with full body and html_body",""
"broken","Mon May 04 12:54:36 UTC 2026","Mon May 04 12:54:36 UTC 2026","134","","GET /api/v1/health","","Health response echoes provided X-Request-ID header","","Health response echoes provided X-Request-ID header",""
"broken","Mon May 04 12:57:32 UTC 2026","Mon May 04 12:57:32 UTC 2026","3","","Mail API — /api/v1/mail/*","","Send message to non-existent mailbox returns 404 MAILBOX_NOT_FOUND","","Send message to non-existent mailbox returns 404 MAILBOX_NOT_FOUND",""
"broken","Mon May 04 12:57:29 UTC 2026","Mon May 04 12:57:29 UTC 2026","143","","Mail API — /api/v1/mail/*","","Messages list does not contain html_body field","","Messages list does not contain html_body field",""
"broken","Mon May 04 12:57:29 UTC 2026","Mon May 04 12:57:30 UTC 2026","142","","Mail API — /api/v1/mail/*","","After sending message count is 1","","After sending message count is 1",""
"broken","Mon May 04 12:57:57 UTC 2026","Mon May 04 12:57:59 UTC 2026","2206","","PUT /api/v1/users/update/:id","","PUT update non-existent user with another user token returns 401 INVALID_TOKEN","","PUT update non-existent user with another user token returns 401 INVALID_TOKEN",""
"broken","Mon May 04 12:58:08 UTC 2026","Mon May 04 12:58:10 UTC 2026","2288","","HEAD /api/v1/users/exists/:id","","GET alias for exists with existing user returns 200 with X-User-Exists true","","GET alias for exists with existing user returns 200 with X-User-Exists true",""
"broken","Mon May 04 12:57:29 UTC 2026","Mon May 04 12:57:29 UTC 2026","147","","Mail API — /api/v1/mail/*","","Get messages for new mailbox returns 200 with count 0","","Get messages for new mailbox returns 200 with count 0",""
"broken","Mon May 04 12:54:47 UTC 2026","Mon May 04 12:55:00 UTC 2026","13217","","POST /api/v1/login","","Login with valid credentials returns 200 and token","","Login with valid credentials returns 200 and token",""
"broken","Mon May 04 12:54:40 UTC 2026","Mon May 04 12:54:42 UTC 2026","2148","","GET /api/v1/users/list","","Get users list with per_page 100 returns 200","","Get users list with per_page 100 returns 200",""
"broken","Mon May 04 12:57:18 UTC 2026","Mon May 04 12:57:20 UTC 2026","2218","","POST /api/v1/users/logout/:id","","Logout revoked token — DELETE also returns 401","","Logout revoked token — DELETE also returns 401",""
"broken","Mon May 04 12:57:32 UTC 2026","Mon May 04 12:57:32 UTC 2026","141","","Mail API — /api/v1/mail/*","","Delete mailbox — GET messages also returns 404","","Delete mailbox — GET messages also returns 404",""
"broken","Mon May 04 12:57:30 UTC 2026","Mon May 04 12:57:30 UTC 2026","144","","Mail API — /api/v1/mail/*","","Cross-mailbox message access returns 404 MESSAGE_NOT_FOUND","","Cross-mailbox message access returns 404 MESSAGE_NOT_FOUND",""
"broken","Mon May 04 12:54:27 UTC 2026","Mon May 04 12:54:29 UTC 2026","2004","","GET /api/v1/users/get/:id","","Get user by non-existent ID returns 404 USER_NOT_FOUND","","Get user by non-existent ID returns 404 USER_NOT_FOUND",""
"broken","Mon May 04 12:57:32 UTC 2026","Mon May 04 12:57:32 UTC 2026","141","","Mail API — /api/v1/mail/*","","Delete mailbox with messages — message retrieval also returns 404","","Delete mailbox with messages — message retrieval also returns 404",""
"broken","Mon May 04 12:53:51 UTC 2026","Mon May 04 12:53:53 UTC 2026","2225","","POST /api/v1/users/create","","Create user with username shorter than 3 chars returns 400 VALIDATION_ERROR","","Create user with username shorter than 3 chars returns 400 VALIDATION_ERROR",""
"broken","Mon May 04 12:58:28 UTC 2026","Mon May 04 12:58:30 UTC 2026","2301","","POST /api/v1/users/create","","Create user with username at minimum length 3 chars returns 201","","Create user with username at minimum length 3 chars returns 201",""
"broken","Mon May 04 12:57:32 UTC 2026","Mon May 04 12:57:35 UTC 2026","2320","","PATCH /api/v1/users/patch/:id","","Partial update firstName returns 200","","Partial update firstName returns 200",""
"passed","Mon May 04 12:57:28 UTC 2026","Mon May 04 12:57:28 UTC 2026","146","","Mail API — /api/v1/mail/*","","Create mailbox with valid domain returns 201","","Create mailbox with valid domain returns 201",""
"broken","Mon May 04 12:57:30 UTC 2026","Mon May 04 12:57:30 UTC 2026","3","","Mail API — /api/v1/mail/*","","Get messages for non-existent mailbox returns 404 MAILBOX_NOT_FOUND","","Get messages for non-existent mailbox returns 404 MAILBOX_NOT_FOUND",""
"broken","Mon May 04 12:57:29 UTC 2026","Mon May 04 12:57:29 UTC 2026","131","","Mail API — /api/v1/mail/*","","Get mailbox by token returns 200 with all expected fields","","Get mailbox by token returns 200 with all expected fields",""
"broken","Mon May 04 12:57:29 UTC 2026","Mon May 04 12:57:29 UTC 2026","128","","Mail API — /api/v1/mail/*","","Create mailbox with uppercase in local_part returns 400 INVALID_LOCAL_PART","","Create mailbox with uppercase in local_part returns 400 INVALID_LOCAL_PART",""
"passed","Mon May 04 12:54:33 UTC 2026","Mon May 04 12:54:35 UTC 2026","2158","","GET /api/v1/users/get/:id","","Get user with malformed ID returns 404 USER_NOT_FOUND","","Get user with malformed ID returns 404 USER_NOT_FOUND",""
"broken","Mon May 04 12:57:32 UTC 2026","Mon May 04 12:57:32 UTC 2026","139","","Mail API — /api/v1/mail/*","","Delete mailbox returns 204 and subsequent GET returns 404","","Delete mailbox returns 204 and subsequent GET returns 404",""
"broken","Mon May 04 12:58:19 UTC 2026","Mon May 04 12:58:21 UTC 2026","2234","","POST /api/v1/users/create","","Create user with all optional fields returns 201","","Create user with all optional fields returns 201",""
"passed","Mon May 04 12:54:31 UTC 2026","Mon May 04 12:54:33 UTC 2026","2151","","GET /api/v1/users/get/:id","","Get user with malformed ID returns 404 USER_NOT_FOUND","","Get user with malformed ID returns 404 USER_NOT_FOUND",""
"broken","Mon May 04 12:58:23 UTC 2026","Mon May 04 12:58:26 UTC 2026","2217","","POST /api/v1/users/create","","access_token format matches usr_{timestamp}_{hex} pattern","","access_token format matches usr_{timestamp}_{hex} pattern",""
"broken","Mon May 04 12:54:09 UTC 2026","Mon May 04 12:54:11 UTC 2026","2217","","POST /api/v1/users/create","","VALIDATION_ERROR response contains error details","","VALIDATION_ERROR response contains error details",""
"broken","Mon May 04 12:58:17 UTC 2026","Mon May 04 12:58:19 UTC 2026","2205","","POST /api/v1/users/create","","Create user with minimal required fields returns 201 with token","","Create user with minimal required fields returns 201 with token",""
"broken","Mon May 04 12:54:16 UTC 2026","Mon May 04 12:54:18 UTC 2026","2221","","DELETE /api/v1/users/delete/:id","","Delete with no Authorization header returns 401 MISSING_TOKEN","","Delete with no Authorization header returns 401 MISSING_TOKEN",""
"broken","Mon May 04 12:57:29 UTC 2026","Mon May 04 12:57:29 UTC 2026","2","","Mail API — /api/v1/mail/*","","Get mailbox with malformed token returns 404 MAILBOX_NOT_FOUND","","Get mailbox with malformed token returns 404 MAILBOX_NOT_FOUND",""
"broken","Mon May 04 12:57:28 UTC 2026","Mon May 04 12:57:28 UTC 2026","135","","Mail API — /api/v1/mail/*","","Create mailbox with local_part at minimum boundary 3 chars returns 201","","Create mailbox with local_part at minimum boundary 3 chars returns 201",""
"broken","Mon May 04 12:57:13 UTC 2026","Mon May 04 12:57:16 UTC 2026","2207","","POST /api/v1/users/logout/:id","","Logout revoked token — PATCH returns 401","","Logout revoked token — PATCH returns 401",""
"broken","Mon May 04 12:58:32 UTC 2026","Mon May 04 12:58:35 UTC 2026","2241","","POST /api/v1/users/create","","Create user with empty interests array returns 201","","Create user with empty interests array returns 201",""
"broken","Mon May 04 12:57:29 UTC 2026","Mon May 04 12:57:29 UTC 2026","2","","Mail API — /api/v1/mail/*","","Get mailbox with non-existent token returns 404 MAILBOX_NOT_FOUND","","Get mailbox with non-existent token returns 404 MAILBOX_NOT_FOUND",""
"broken","Mon May 04 12:57:32 UTC 2026","Mon May 04 12:57:32 UTC 2026","144","","OPTIONS /api/v1/users/options","","OPTIONS does not require Authorization header","","OPTIONS does not require Authorization header",""
"broken","Mon May 04 12:54:36 UTC 2026","Mon May 04 12:54:36 UTC 2026","142","","GET /api/v1/health","","Health response includes X-Request-ID header auto-generated","","Health response includes X-Request-ID header auto-generated",""
"broken","Mon May 04 12:56:32 UTC 2026","Mon May 04 12:56:45 UTC 2026","13147","","POST /api/v1/login","","Login with empty body returns 400 VALIDATION_ERROR","","Login with empty body returns 400 VALIDATION_ERROR",""
"broken","Mon May 04 12:53:44 UTC 2026","Mon May 04 12:53:46 UTC 2026","2212","","POST /api/v1/users/create","","Create user with duplicate username returns 409 DUPLICATE_USER","","Create user with duplicate username returns 409 DUPLICATE_USER",""
"broken","Mon May 04 12:57:50 UTC 2026","Mon May 04 12:57:53 UTC 2026","2227","","PUT /api/v1/users/update/:id","","PUT update persists changed email in subsequent GET","","PUT update persists changed email in subsequent GET",""
"passed","Mon May 04 12:58:41 UTC 2026","Mon May 04 12:58:44 UTC 2026","2225","","POST /api/v1/users/create","","Create user with valid gender enum returns 201","","Create user with valid gender enum returns 201",""
"passed","Mon May 04 12:58:39 UTC 2026","Mon May 04 12:58:41 UTC 2026","2209","","POST /api/v1/users/create","","Create user with valid gender enum returns 201","","Create user with valid gender enum returns 201",""
"broken","Mon May 04 12:57:30 UTC 2026","Mon May 04 12:57:30 UTC 2026","147","","Mail API — /api/v1/mail/*","","Get message with non-existent message ID returns 404 MESSAGE_NOT_FOUND","","Get message with non-existent message ID returns 404 MESSAGE_NOT_FOUND",""
"broken","Mon May 04 12:58:06 UTC 2026","Mon May 04 12:58:08 UTC 2026","2003","","HEAD /api/v1/users/exists/:id","","HEAD non-existent user returns 404 with X-User-Exists false","","HEAD non-existent user returns 404 with X-User-Exists false",""
"broken","Mon May 04 12:57:41 UTC 2026","Mon May 04 12:57:44 UTC 2026","2263","","PATCH /api/v1/users/patch/:id","","Patch with no auth header returns 401 MISSING_TOKEN","","Patch with no auth header returns 401 MISSING_TOKEN",""
"broken","Mon May 04 12:54:36 UTC 2026","Mon May 04 12:54:38 UTC 2026","2147","","GET /api/v1/users/list","","Get users list returns 200 with pagination fields","","Get users list returns 200 with pagination fields",""
"broken","Mon May 04 12:57:30 UTC 2026","Mon May 04 12:57:31 UTC 2026","141","","Mail API — /api/v1/mail/*","","Sent message appears in GET messages list","","Sent message appears in GET messages list",""
"broken","Mon May 04 12:55:13 UTC 2026","Mon May 04 12:55:26 UTC 2026","13280","","POST /api/v1/login","","Login invalidates previous token — old token returns 401 on PATCH","","Login invalidates previous token — old token returns 401 on PATCH",""
"broken","Mon May 04 12:58:02 UTC 2026","Mon May 04 12:58:04 UTC 2026","2211","","PUT /api/v1/users/update/:id","","PUT update after logout returns 401 INVALID_TOKEN","","PUT update after logout returns 401 INVALID_TOKEN",""
"broken","Mon May 04 12:57:46 UTC 2026","Mon May 04 12:57:48 UTC 2026","2230","","PATCH /api/v1/users/patch/:id","","Patch after logout returns 401 INVALID_TOKEN","","Patch after logout returns 401 INVALID_TOKEN",""
"broken","Mon May 04 12:57:28 UTC 2026","Mon May 04 12:57:28 UTC 2026","138","","Mail API — /api/v1/mail/*","","Create mailbox with local_part at maximum boundary 30 chars returns 201","","Create mailbox with local_part at maximum boundary 30 chars returns 201",""
"broken","Mon May 04 12:54:18 UTC 2026","Mon May 04 12:54:20 UTC 2026","2338","","DELETE /api/v1/users/delete/:id","","Delete non-existent user with another user token returns 401 INVALID_TOKEN","","Delete non-existent user with another user token returns 401 INVALID_TOKEN",""
"broken","Mon May 04 12:53:46 UTC 2026","Mon May 04 12:53:49 UTC 2026","2224","","POST /api/v1/users/create","","Create user with invalid email returns 400 VALIDATION_ERROR","","Create user with invalid email returns 400 VALIDATION_ERROR",""
"broken","Mon May 04 12:58:14 UTC 2026","Mon May 04 12:58:17 UTC 2026","2223","","HEAD /api/v1/users/exists/:id","","After delete user exists returns false","","After delete user exists returns false",""
"broken","Mon May 04 12:55:00 UTC 2026","Mon May 04 12:55:13 UTC 2026","13241","","POST /api/v1/login","","Login response contains all required fields","","Login response contains all required fields",""
"passed","Mon May 04 12:57:31 UTC 2026","Mon May 04 12:57:31 UTC 2026","285","","Mail API — /api/v1/mail/*","","Send message missing required field from returns 400 VALIDATION_ERROR","","Send message missing required field from returns 400 VALIDATION_ERROR",""
"passed","Mon May 04 12:53:28 UTC 2026","Mon May 04 12:53:31 UTC 2026","2289","","POST /api/v1/users/create","","Create user with valid employment status returns 201","","Create user with valid employment status returns 201",""
"broken","Mon May 04 12:53:55 UTC 2026","Mon May 04 12:53:58 UTC 2026","2243","","POST /api/v1/users/create","","Create user missing profile.first_name returns 400 VALIDATION_ERROR","","Create user missing profile.first_name returns 400 VALIDATION_ERROR",""
"broken","Mon May 04 12:57:32 UTC 2026","Mon May 04 12:57:32 UTC 2026","131","","Mail API — /api/v1/mail/*","","Delete mailbox twice — second returns 404 MAILBOX_NOT_FOUND","","Delete mailbox twice — second returns 404 MAILBOX_NOT_FOUND",""
"passed","Mon May 04 12:53:26 UTC 2026","Mon May 04 12:53:28 UTC 2026","2219","","POST /api/v1/users/create","","Create user with valid employment status returns 201","","Create user with valid employment status returns 201",""
"broken","Mon May 04 12:53:49 UTC 2026","Mon May 04 12:53:51 UTC 2026","2242","","POST /api/v1/users/create","","Create user with password shorter than 8 chars returns 400 VALIDATION_ERROR","","Create user with password shorter than 8 chars returns 400 VALIDATION_ERROR",""
"broken","Mon May 04 12:54:07 UTC 2026","Mon May 04 12:54:09 UTC 2026","2348","","POST /api/v1/users/create","","Create user with bio longer than 500 chars returns 400 VALIDATION_ERROR","","Create user with bio longer than 500 chars returns 400 VALIDATION_ERROR",""
